,Name,Type,Nominations,Wins,Awards,Performances
99,Redwood Curtain,Original,6,1,"['Drama Desk Award + Nominee + Outstanding Actress in a Play', 'Outer Critics Circle + Nominee + Outstanding New Broadway Play', 'Outer Critics Circle + Nominee + Outstanding Actress in a Play', 'Tony Award + Nominee + Scenic Design (Play or Musical)', 'Tony Award + Nominee + Lighting Design (Play or Musical)', 'Tony Award + Winner + Best Featured Actress in a Play']",40
100,Raffi,Original,0,0,[],6
101,Company,Musical+Revival,0,0,[],2
102,Three Men on a Horse,Revival,0,0,[],39
103,Ain't Broadway Grand,Original,3,0,"['Outer Critics Circle + Nominee + Outstanding New Broadway Musical', 'Outer Critics Circle + Nominee + Outstanding Actor in a Musical', 'Tony Award + Nominee + Best Choreography']",25
104,The Happy Journey to Trenton and Camden,One Act+Original,0,0,[],30
105,The Long Christmas Dinner,One Act+Original,1,0,['Tony Award + Nominee + Revival (Play or Musical)'],30
106,"Wilder, Wilder, Wilder",One Act+Original,1,0,['Drama Desk Award + Nominee + Outstanding Revival of a Play'],30
107,Pullman Car Hiawatha,One Act+Original,0,0,[],30
108,The Who's Tommy,Original,25,17,"['Drama Desk Award + Winner + Outstanding Choreography', 'Drama Desk Award + Winner + Outstanding Lighting Design', 'Drama Desk Award + Winner + Outstanding Sound Design', 'Drama Desk Award + Winner + Outstanding Orchestrations', 'Drama Desk Award + Winner + Outstanding Set Design', 'Drama Desk Award + Nominee + Outstanding Musical', 'Drama Desk Award + Winner + Outstanding Director of a Musical', 'Outer Critics Circle + Winner + Outstanding Set Design', 'Outer Critics Circle + Winner + Outstanding Costume Design', 'Outer Critics Circle + Winner + Outstanding Lighting Design', 'Outer Critics Circle + Nominee + Outstanding Actor in a Musical', 'Outer Critics Circle + Winner + Outstanding New Broadway Musical', 'Outer Critics Circle + Winner + Outstanding Director of a Musical', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Book of a Musical', 'Tony Award + Winner + Best Choreography', 'Tony Award + Nominee + Costume Design (Play or Musical)', 'Tony Award + Winner + Best Direction of a Musical', 'Tony Award + Nominee + Best Featured Actor in a Musical', 'Tony Award + Winner + Lighting Design (Play or Musical)', 'Tony Award + Winner + Scenic Design (Play or Musical)', 'Tony Award + Nominee + Best Featured Actor in a Musical', 'Tony Award + Nominee + Best Featured Actress in a Musical', 'Tony Award + Winner + Best Original Score', 'Tony Award + Nominee + Musical']",899
109,Blood Brothers,Musical+Original,10,2,"['Drama Desk Award + Winner + Outstanding Featured Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding New Broadway Musical', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Musical', 'Tony Award + Nominee + Best Featured Actress in a Musical', 'Tony Award + Nominee + Best Direction of a Musical', 'Tony Award + Nominee + Best Book of a Musical', 'Tony Award + Nominee + Best Actress in a Musical', 'Tony Award + Nominee + Best Actor in a Musical']",840
110,Shakespeare for My Father,Original,2,0,"['Drama Desk Award + Nominee + Outstanding Solo Performance', 'Tony Award + Nominee + Best Actress in a Play']",266
111,Tango Pasion,Original,2,0,"['Drama Desk Award + Nominee + Outstanding Choreography', 'Drama Desk Award + Nominee + Outstanding Orchestrations']",5
112,Kiss of the Spider Woman,Original,22,17,"['Drama Desk Award + Winner + Outstanding Actor in a Musical', 'Drama Desk Award + Winner + Outstanding Music', 'Drama Desk Award + Winner + Outstanding Costume Design', 'Drama Desk Award + Nominee + Outstanding Set Design', 'Drama Desk Award + Winner + Outstanding Musical', 'Drama Desk Award + Winner + Outstanding Actress in a Musical', ""New York Drama Critics' Circle + Winner + Best Musical"", 'Outer Critics Circle + Winner + Outstanding Actress in a Musical', 'Outer Critics Circle + Winner + Outstanding New Broadway Musical', 'Theatre World Awards + Winner + Theatre World Award', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Winner + Best Actress in a Musical', 'Tony Award + Winner + Best Actor in a Musical', 'Tony Award + Winner + Best Book of a Musical', 'Tony Award + Nominee + Best Choreography', 'Tony Award + Winner + Costume Design (Play or Musical)', 'Tony Award + Nominee + Best Direction of a Musical', 'Tony Award + Winner + Best Featured Actor in a Musical', 'Tony Award + Nominee + Lighting Design (Play or Musical)', 'Tony Award + Winner + Best Original Score', 'Tony Award + Nominee + Scenic Design (Play or Musical)', 'Tony Award + Winner + Musical']",904
113,Angels in America: Millennium Approaches,Play+Original,24,15,"['Drama Desk Award + Nominee + Outstanding Featured Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Lighting Design', 'Drama Desk Award + Winner + Outstanding New Play', 'Drama Desk Award + Winner + Outstanding Actor in a Play', 'Drama Desk Award + Winner + Outstanding Director of a Play', 'Drama Desk Award + Winner + Outstanding Featured Actor in a Play', 'Drama Desk Award + Winner + Outstanding Featured Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Featured Actress in a Play', 'Drama Desk Award + Nominee + Outstanding Featured Actress in a Play', ""New York Drama Critics' Circle + Winner + Best Play"", 'Outer Critics Circle + Winner + Outstanding New Broadway Play', 'Outer Critics Circle + Winner + Outstanding Debut Performance', 'Pulitzer Prize + Winner + Pulitzer Prize for Drama', 'Theatre World Awards + Winner + Theatre World Award', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Featured Actress in a Play', 'Tony Award + Winner + Best Actor in a Play', 'Tony Award + Winner + Best Direction of a Play', 'Tony Award + Winner + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Featured Actress in a Play', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Nominee + Lighting Design (Play or Musical)', 'Tony Award + Nominee + Scenic Design (Play or Musical)', 'Tony Award + Winner + Play']",367
114,The 47th Annual Tony Awards - 1993,Original,0,0,[],1
115,Yanni,Original,0,0,[],8
116,She Loves Me,Musical+Revival,18,7,"['Drama Desk Award + Winner + Outstanding Revival of a Musical', 'Drama Desk Award + Nominee + Outstanding Supporting Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Director of a Musical', 'Drama Desk Award + Winner + Outstanding Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Choreography', 'Outer Critics Circle + Winner + Outstanding Actor in a Musical', 'Outer Critics Circle + Winner + Outstanding Choreography', 'Outer Critics Circle + Winner + Outstanding Director of a Musical', 'Outer Critics Circle + Winner + Outstanding Revival of a Musical', 'Tony Award + Nominee + Costume Design (Play or Musical)', 'Tony Award + Nominee + Best Actress in a Musical', 'Tony Award + Nominee + Best Choreography', 'Tony Award + Nominee + Best Direction of a Musical', 'Tony Award + Nominee + Best Featured Actor in a Musical', 'Tony Award + Nominee + Best Featured Actress in a Musical', 'Tony Award + Nominee + Scenic Design (Play or Musical)', 'Tony Award + Winner + Best Actor in a Musical', 'Tony Award + Nominee + Best Revival of a Musical']",354
117,Camelot,Revival,0,0,[],56
118,In the Summer House,Revival,3,0,"['Drama Desk Award + Nominee + Outstanding Director of a Play', 'Drama Desk Award + Nominee + Outstanding Supporting Actress in a Play', 'Drama Desk Award + Nominee + Outstanding Set Design']",25
119,Black Comedy,One Act+Revival,0,0,[],38
120,White Liars & Black Comedy,Revue+One Act+Revival,1,0,['Tony Award + Nominee + Best Actress in a Play'],38
121,White Liars,One Act+Revival,0,0,[],38
122,Mixed Emotions,Original,0,0,[],56
123,Tony Bennett in Concert,Original,0,0,[],6
124,The Twilight of the Golds,Original,0,0,[],29
125,Wonderful Tennessee,Original,0,0,[],9
126,Timon of Athens,Original,6,0,"['Drama Desk Award + Nominee + Outstanding Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Music in a Play', 'Drama Desk Award + Nominee + Outstanding Revival of a Play', 'Tony Award + Nominee + Best Revival of a Play', 'Tony Award + Nominee + Best Direction of a Play', 'Tony Award + Nominee + Best Actor in a Play']",39
127,Jackson Browne,Original,0,0,[],3
128,Joseph and the Amazing Technicolor Dreamcoat,Revival,0,0,[],231
129,The Kentucky Cycle,Original,4,0,"['Drama Desk Award + Nominee + Outstanding Actor in a Play', 'Tony Award + Nominee + Play', 'Tony Award + Nominee + Best Featured Actress in a Play', 'Tony Award + Nominee + Best Featured Actor in a Play']",33
130,Any Given Day,Original,0,0,[],32
131,A Grand Night for Singing,Original,3,0,"['Drama Desk Award + Nominee + Outstanding Musical Revue', 'Tony Award + Nominee + Musical', 'Tony Award + Nominee + Best Book of a Musical']",52
132,Cyrano - The Musical,Original,4,0,"['Tony Award + Nominee + Musical', 'Tony Award + Nominee + Best Original Score', 'Tony Award + Nominee + Costume Design (Play or Musical)', 'Tony Award + Nominee + Best Book of a Musical']",137
133,Laughter on the 23rd Floor,Original,0,0,[],320
134,Angels in America: Perestroika,Play+Original,15,8,"['Drama Desk Award + Winner + Outstanding Play', 'Drama Desk Award + Winner + Outstanding Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Supporting Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Supporting Actress in a Play', 'Drama Desk Award + Nominee + Outstanding Actress in a Play', 'Drama Desk Award + Winner + Outstanding Supporting Actor in a Play', ""New York Drama Critics' Circle + Nominee + Best Play"", 'Outer Critics Circle + Winner + Outstanding Director of a Play', 'Outer Critics Circle + Winner + Outstanding New Broadway Play', 'Tony Award + Winner + Play', 'Tony Award + Winner + Best Actor in a Play', 'Tony Award + Nominee + Lighting Design (Play or Musical)', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Winner + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Direction of a Play']",216
135,Gray's Anatomy,Original,0,0,[],13
136,Abe Lincoln in Illinois,Play+Drama+Revival,6,1,"['Drama Desk Award + Nominee + Outstanding Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Revival of a Play', 'Outer Critics Circle + Winner + Outstanding Actor in a Play', 'Tony Award + Nominee + Best Revival of a Play', 'Tony Award + Nominee + Best Actor in a Play', 'Tony Award + Nominee + Best Direction of a Play']",40
137,My Fair Lady,Revival,3,0,"['Drama Desk Award + Nominee + Outstanding Costume Design', 'Drama Desk Award + Nominee + Outstanding Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Revival of a Musical']",165
138,The Red Shoes,Original,3,1,"['Drama Desk Award + Nominee + Outstanding Supporting Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Actress in a Musical', 'Theatre World Awards + Winner + Theatre World Award']",5
139,"Candles, Snow & Mistletoe",Original,0,0,[],10
140,The Government Inspector,Revival,0,0,[],37
141,The Inspector General,Revival,0,0,[],37
142,No Man's Land,Play+Revival,2,0,"['Drama Desk Award + Nominee + Outstanding Actor in a Play', 'Tony Award + Nominee + Best Actor in a Play']",61
143,Damn Yankees,Revival,9,4,"['Drama Desk Award + Nominee + Outstanding Revival of a Musical', 'Drama Desk Award + Nominee + Outstanding Orchestrations', 'Drama Desk Award + Winner + Outstanding Supporting Actor in a Musical', 'Outer Critics Circle + Winner + Outstanding Choreography', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Revival of a Musical', 'Tony Award + Nominee + Best Actor in a Musical', 'Tony Award + Winner + Best Featured Actor in a Musical', 'Tony Award + Nominee + Best Choreography']",533
144,A Little More Magic,Original,0,0,[],19
145,The Flowering Peach,Revival,0,0,[],41
146,Carousel,Musical+Revival,18,14,"['Drama Desk Award + Nominee + Outstanding Set Design', 'Drama Desk Award + Winner + Outstanding Supporting Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama Desk Award + Winner + Outstanding Choreography', 'Drama Desk Award + Nominee + Outstanding Lighting Design', 'Drama Desk Award + Nominee + Outstanding Revival of a Musical', 'Drama Desk Award + Winner + Outstanding Director of a Musical', 'Outer Critics Circle + Winner + Outstanding Actress in a Musical', 'Outer Critics Circle + Winner + Outstanding Set Design', 'Outer Critics Circle + Winner + Outstanding Costume Design', 'Outer Critics Circle + Winner + Outstanding Lighting Design', 'Theatre World Awards + Winner + Theatre World Award', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Winner + Best Choreography', 'Tony Award + Winner + Best Direction of a Musical', 'Tony Award + Winner + Scenic Design (Play or Musical)', 'Tony Award + Winner + Best Featured Actress in a Musical', 'Tony Award + Winner + Best Revival of a Musical']",337
147,Jackie Mason: Politically Incorrect,Original,0,0,[],348
148,Medea,Revival,9,2,"['Drama Desk Award + Nominee + Outstanding Actress in a Play', 'Drama Desk Award + Winner + Outstanding Sound Design', 'Drama Desk Award + Nominee + Outstanding Music in a Play', 'Drama Desk Award + Nominee + Outstanding Set Design', 'Drama Desk Award + Nominee + Outstanding Director of a Play', 'Drama Desk Award + Nominee + Outstanding Revival of a Play', 'Tony Award + Nominee + Best Revival of a Play', 'Tony Award + Nominee + Scenic Design (Play or Musical)', 'Tony Award + Winner + Best Actress in a Play']",83
149,"Twilight: Los Angeles, 1992",Original,8,4,"['Drama Desk Award + Nominee + Outstanding Special Effects', 'Drama Desk Award + Nominee + Outstanding Sound Design', 'Drama Desk Award + Winner + Outstanding Solo Performance', ""New York Drama Critics' Circle + Winner + Special Citation"", 'Outer Critics Circle + Winner + Outstanding Director of a Play', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Play', 'Tony Award + Nominee + Best Actress in a Play']",72
150,Beauty and the Beast,Original,22,2,"['Drama Desk Award + Nominee + Outstanding Choreography', 'Drama Desk Award + Nominee + Outstanding Lyrics', 'Drama Desk Award + Nominee + Outstanding Music', 'Drama Desk Award + Nominee + Outstanding Sound Design', 'Drama Desk Award + Nominee + Outstanding Special Effects', 'Drama Desk Award + Nominee + Outstanding Supporting Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Musical', 'Drama Desk Award + Nominee + Outstanding Orchestrations', 'Drama Desk Award + Nominee + Outstanding Orchestrations', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding New Broadway Musical', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Actress in a Musical', 'Tony Award + Nominee + Best Book of a Musical', 'Tony Award + Winner + Costume Design (Play or Musical)', 'Tony Award + Nominee + Best Direction of a Musical', 'Tony Award + Nominee + Best Featured Actor in a Musical', 'Tony Award + Nominee + Lighting Design (Play or Musical)', 'Tony Award + Nominee + Best Original Score', 'Tony Award + Nominee + Best Actor in a Musical', 'Tony Award + Nominee + Musical']",5461
